"","Genes","Number of Splicing Events","dataset"
"18515","Gm44597",1,"WholeIsoSeq"
"18516","Gm44643",1,"WholeIsoSeq"
"18517","Gm4491",1,"WholeIsoSeq"
"18518","Gm45124",1,"WholeIsoSeq"
"18519","Gm45495",1,"WholeIsoSeq"
"18520","Gm45552",1,"WholeIsoSeq"
"18521","Gm45871",1,"WholeIsoSeq"
"18522","Gm45901",1,"WholeIsoSeq"
"18523","Gm45902",1,"WholeIsoSeq"
"18524","Gm46430",1,"WholeIsoSeq"
"18525","Gm4724",1,"WholeIsoSeq"
"18526","Gm48606",1,"WholeIsoSeq"
"18527","Gm4924",1,"WholeIsoSeq"
"18528","Gm49320",1,"WholeIsoSeq"
"18529","Gm49325",1,"WholeIsoSeq"
"18530","Gm49328",1,"WholeIsoSeq"
"18531","Gm49336",1,"WholeIsoSeq"
"18532","Gm49356",1,"WholeIsoSeq"
"18533","Gm49359",1,"WholeIsoSeq"
"18534","Gm49388",1,"WholeIsoSeq"
"18535","Gm49396",1,"WholeIsoSeq"
"18536","Gm49527",1,"WholeIsoSeq"
"18537","Gm49759",1,"WholeIsoSeq"
"18538","Gm49936",1,"WholeIsoSeq"
"18539","Gm5602",1,"WholeIsoSeq"
"18540","Gm7072",1,"WholeIsoSeq"
"18541","Gm9249",1,"WholeIsoSeq"
"18542","Gm973",1,"WholeIsoSeq"
"18543","Gm9796",1,"WholeIsoSeq"
"18544","Gm9866",1,"WholeIsoSeq"
"18545","Gmfb",1,"WholeIsoSeq"
"18546","Gmpr",1,"WholeIsoSeq"
"18547","Gnai1",1,"WholeIsoSeq"
"18548","Gnal",1,"WholeIsoSeq"
"18549","Gnaz",1,"WholeIsoSeq"
"18550","Gnb1l",1,"WholeIsoSeq"
"18551","Gnb4",1,"WholeIsoSeq"
"18552","Gng10",1,"WholeIsoSeq"
"18553","Gng2",1,"WholeIsoSeq"
"18554","Gng4",1,"WholeIsoSeq"
"18555","Gnpat",1,"WholeIsoSeq"
"18556","Gnpda1",1,"WholeIsoSeq"
"18557","Gns",1,"WholeIsoSeq"
"18558","Golga3",1,"WholeIsoSeq"
"18559","Golga5",1,"WholeIsoSeq"
"18560","Golga7b",1,"WholeIsoSeq"
"18561","Golgb1",1,"WholeIsoSeq"
"18562","Golim4",1,"WholeIsoSeq"
"18563","Golm1",1,"WholeIsoSeq"
"18564","Golph3",1,"WholeIsoSeq"
"18565","Golt1b",1,"WholeIsoSeq"
"18566","Gon7",1,"WholeIsoSeq"
"18567","Gorasp1",1,"WholeIsoSeq"
"18568","Gpaa1",1,"WholeIsoSeq"
"18569","Gpank1",1,"WholeIsoSeq"
"18570","Gpatch1",1,"WholeIsoSeq"
"18571","Gpatch2l",1,"WholeIsoSeq"
"18572","Gpatch3",1,"WholeIsoSeq"
"18573","Gpd1l",1,"WholeIsoSeq"
"18574","Gper1",1,"WholeIsoSeq"
"18575","Gphn",1,"WholeIsoSeq"
"18576","Gpkow",1,"WholeIsoSeq"
"18577","Gpnmb",1,"WholeIsoSeq"
"18578","Gpr12",1,"WholeIsoSeq"
"18579","Gpr146",1,"WholeIsoSeq"
"18580","Gpr17",1,"WholeIsoSeq"
"18581","Gpr176",1,"WholeIsoSeq"
"18582","Gpr45",1,"WholeIsoSeq"
"18583","Gpr52",1,"WholeIsoSeq"
"18584","Gpr61",1,"WholeIsoSeq"
"18585","Gpr75",1,"WholeIsoSeq"
"18586","Gpr83",1,"WholeIsoSeq"
"18587","Gprin1",1,"WholeIsoSeq"
"18588","Gpsm1",1,"WholeIsoSeq"
"18589","Gpsm2",1,"WholeIsoSeq"
"18590","Gpt2",1,"WholeIsoSeq"
"18591","Gpx7",1,"WholeIsoSeq"
"18592","Gramd2",1,"WholeIsoSeq"
"18593","Grap",1,"WholeIsoSeq"
"18594","Grhpr",1,"WholeIsoSeq"
"18595","Grik4",1,"WholeIsoSeq"
"18596","Grin3a",1,"WholeIsoSeq"
"18597","Grip1",1,"WholeIsoSeq"
"18598","Grk2",1,"WholeIsoSeq"
"18599","Grk3",1,"WholeIsoSeq"
"18600","Grm1",1,"WholeIsoSeq"
"18601","Grm4",1,"WholeIsoSeq"
"18602","Grm5",1,"WholeIsoSeq"
"18603","Grm7",1,"WholeIsoSeq"
"18604","Grn",1,"WholeIsoSeq"
"18605","Grrp1",1,"WholeIsoSeq"
"18606","Grwd1",1,"WholeIsoSeq"
"18607","Gsg1l",1,"WholeIsoSeq"
"18608","Gsk3b",1,"WholeIsoSeq"
"18609","Gsr",1,"WholeIsoSeq"
"18610","Gstm4",1,"WholeIsoSeq"
"18611","Gstz1",1,"WholeIsoSeq"
"18612","Gt(ROSA)26Sor",1,"WholeIsoSeq"
"18613","Gtf2a2",1,"WholeIsoSeq"
"18614","Gtf2e1",1,"WholeIsoSeq"
"18615","Gtf2h2",1,"WholeIsoSeq"
"18616","Gtf3c4",1,"WholeIsoSeq"
"18617","Gtpbp10",1,"WholeIsoSeq"
"18618","Gtpbp4",1,"WholeIsoSeq"
"18619","Gucd1",1,"WholeIsoSeq"
"18620","Gucy1a1",1,"WholeIsoSeq"
"18621","Gucy2g",1,"WholeIsoSeq"
"18622","Guk1",1,"WholeIsoSeq"
"18623","Gusb",1,"WholeIsoSeq"
"18624","Gxylt1",1,"WholeIsoSeq"
"18625","Gyg",1,"WholeIsoSeq"
"18626","Gzf1",1,"WholeIsoSeq"
"18627","H2-Ke6",1,"WholeIsoSeq"
"18628","H2-T23",1,"WholeIsoSeq"
"18629","H2afx",1,"WholeIsoSeq"
"18630","H2afy",1,"WholeIsoSeq"
"18631","H2afy2",1,"WholeIsoSeq"
"18632","H2afz",1,"WholeIsoSeq"
"18633","H3f3a",1,"WholeIsoSeq"
"18634","H3f3b",1,"WholeIsoSeq"
"18635","Hace1",1,"WholeIsoSeq"
"18636","Harbi1",1,"WholeIsoSeq"
"18637","Hars2",1,"WholeIsoSeq"
"18638","Hat1",1,"WholeIsoSeq"
"18639","Haus2",1,"WholeIsoSeq"
"18640","Hba-a2",1,"WholeIsoSeq"
"18641","Hccs",1,"WholeIsoSeq"
"18642","Hcfc1",1,"WholeIsoSeq"
"18643","Hck",1,"WholeIsoSeq"
"18644","Hdac1",1,"WholeIsoSeq"
"18645","Hdac10",1,"WholeIsoSeq"
"18646","Hdac2",1,"WholeIsoSeq"
"18647","Heatr5a",1,"WholeIsoSeq"
"18648","Heatr6",1,"WholeIsoSeq"
"18649","Hebp1",1,"WholeIsoSeq"
"18650","Hectd1",1,"WholeIsoSeq"
"18651","Hectd2",1,"WholeIsoSeq"
"18652","Herpud1",1,"WholeIsoSeq"
"18653","Herpud2",1,"WholeIsoSeq"
"18654","Hes6",1,"WholeIsoSeq"
"18655","Hexb",1,"WholeIsoSeq"
"18656","Hexdc",1,"WholeIsoSeq"
"18657","Hexim2",1,"WholeIsoSeq"
"18658","Hey1",1,"WholeIsoSeq"
"18659","Hey2",1,"WholeIsoSeq"
"18660","Hgf",1,"WholeIsoSeq"
"18661","Hgh1",1,"WholeIsoSeq"
"18662","Hibadh",1,"WholeIsoSeq"
"18663","Hic1",1,"WholeIsoSeq"
"18664","Hif1an",1,"WholeIsoSeq"
"18665","Hip1",1,"WholeIsoSeq"
"18666","Hip1r",1,"WholeIsoSeq"
"18667","Hipk2",1,"WholeIsoSeq"
"18668","Hivep2",1,"WholeIsoSeq"
"18669","Hivep3",1,"WholeIsoSeq"
"18670","Hjurp",1,"WholeIsoSeq"
"18671","Hlcs",1,"WholeIsoSeq"
"18672","Hmces",1,"WholeIsoSeq"
"18673","Hmgcl",1,"WholeIsoSeq"
"18674","Hmgcll1",1,"WholeIsoSeq"
"18675","Hmgcr",1,"WholeIsoSeq"
"18676","Hmgn2",1,"WholeIsoSeq"
"18677","Hmgxb4",1,"WholeIsoSeq"
"18678","Hnrnpd",1,"WholeIsoSeq"
"18679","Hnrnpf",1,"WholeIsoSeq"
"18680","Hnrnpll",1,"WholeIsoSeq"
"18681","Hnrnpm",1,"WholeIsoSeq"
"18682","Hnrnpu",1,"WholeIsoSeq"
"18683","Homer1",1,"WholeIsoSeq"
"18684","Homer3",1,"WholeIsoSeq"
"18685","Hook1",1,"WholeIsoSeq"
"18686","Hook2",1,"WholeIsoSeq"
"18687","Hopx",1,"WholeIsoSeq"
"18688","Hps3",1,"WholeIsoSeq"
"18689","Hps4",1,"WholeIsoSeq"
"18690","Hrasls",1,"WholeIsoSeq"
"18691","Hs1bp3",1,"WholeIsoSeq"
"18692","Hs2st1",1,"WholeIsoSeq"
"18693","Hs3st1",1,"WholeIsoSeq"
"18694","Hsd17b7",1,"WholeIsoSeq"
"18695","Hsdl2",1,"WholeIsoSeq"
"18696","Hsf4",1,"WholeIsoSeq"
"18697","Hsp90aa1",1,"WholeIsoSeq"
"18698","Hspa13",1,"WholeIsoSeq"
"18699","Hspa14",1,"WholeIsoSeq"
"18700","Hspa4l",1,"WholeIsoSeq"
"18701","Hspa5",1,"WholeIsoSeq"
"18702","Hspa9",1,"WholeIsoSeq"
"18703","Hspb6",1,"WholeIsoSeq"
"18704","Htatip2",1,"WholeIsoSeq"
"18705","Htr2c",1,"WholeIsoSeq"
"18706","Htr4",1,"WholeIsoSeq"
"18707","Htr7",1,"WholeIsoSeq"
"18708","Huwe1",1,"WholeIsoSeq"
"18709","Hyal2",1,"WholeIsoSeq"
"18710","Ibtk",1,"WholeIsoSeq"
"18711","Ica1",1,"WholeIsoSeq"
"18712","Ick",1,"WholeIsoSeq"
"18713","Icosl",1,"WholeIsoSeq"
"18714","Id1",1,"WholeIsoSeq"
"18715","Idi1",1,"WholeIsoSeq"
"18716","Idnk",1,"WholeIsoSeq"
"18717","Ier3ip1",1,"WholeIsoSeq"
"18718","Iffo2",1,"WholeIsoSeq"
"18719","Ifit2",1,"WholeIsoSeq"
"18720","Ifnar2",1,"WholeIsoSeq"
"18721","Ifngr2",1,"WholeIsoSeq"
"18722","Ifrd1",1,"WholeIsoSeq"
"18723","Ift22",1,"WholeIsoSeq"
"18724","Ift46",1,"WholeIsoSeq"
"18725","Ift52",1,"WholeIsoSeq"
"18726","Ift88",1,"WholeIsoSeq"
"18727","Igdcc3",1,"WholeIsoSeq"
"18728","Igf1r",1,"WholeIsoSeq"
"18729","Igsf1",1,"WholeIsoSeq"
"18730","Iigp1",1,"WholeIsoSeq"
"18731","Ikbip",1,"WholeIsoSeq"
"18732","Ikbkg",1,"WholeIsoSeq"
"18733","Ikzf5",1,"WholeIsoSeq"
"18734","Il10rb",1,"WholeIsoSeq"
"18735","Il11ra1",1,"WholeIsoSeq"
"18736","Il17rd",1,"WholeIsoSeq"
"18737","Il18",1,"WholeIsoSeq"
"18738","Il1r1",1,"WholeIsoSeq"
"18739","Il1rap",1,"WholeIsoSeq"
"18740","Il4ra",1,"WholeIsoSeq"
"18741","Il6st",1,"WholeIsoSeq"
"18742","Ilk",1,"WholeIsoSeq"
"18743","Impa1",1,"WholeIsoSeq"
"18744","Impa2",1,"WholeIsoSeq"
"18745","Impdh2",1,"WholeIsoSeq"
"18746","Incenp",1,"WholeIsoSeq"
"18747","Inf2",1,"WholeIsoSeq"
"18748","Ing1",1,"WholeIsoSeq"
"18749","Inhba",1,"WholeIsoSeq"
"18750","Inka2",1,"WholeIsoSeq"
"18751","Ino80",1,"WholeIsoSeq"
"18752","Ino80d",1,"WholeIsoSeq"
"18753","Inpp5b",1,"WholeIsoSeq"
"18754","Inpp5d",1,"WholeIsoSeq"
"18755","Inpp5e",1,"WholeIsoSeq"
"18756","Insig1",1,"WholeIsoSeq"
"18757","Insyn2a",1,"WholeIsoSeq"
"18758","Ints11",1,"WholeIsoSeq"
"18759","Ints3",1,"WholeIsoSeq"
"18760","Ints4",1,"WholeIsoSeq"
"18761","Ints5",1,"WholeIsoSeq"
"18762","Ints8",1,"WholeIsoSeq"
"18763","Intu",1,"WholeIsoSeq"
"18764","Ipcef1",1,"WholeIsoSeq"
"18765","Ipp",1,"WholeIsoSeq"
"18766","Irak2",1,"WholeIsoSeq"
"18767","Irf1",1,"WholeIsoSeq"
"18768","Irf3",1,"WholeIsoSeq"
"18769","Irf7",1,"WholeIsoSeq"
"18770","Irf9",1,"WholeIsoSeq"
"18771","Irgm1",1,"WholeIsoSeq"
"18772","Irgm2",1,"WholeIsoSeq"
"18773","Iscu",1,"WholeIsoSeq"
"18774","Islr",1,"WholeIsoSeq"
"18775","Islr2",1,"WholeIsoSeq"
"18776","Isyna1",1,"WholeIsoSeq"
"18777","Itch",1,"WholeIsoSeq"
"18778","Itfg2",1,"WholeIsoSeq"
"18779","Itga2b",1,"WholeIsoSeq"
"18780","Itga3",1,"WholeIsoSeq"
"18781","Itga6",1,"WholeIsoSeq"
"18782","Itgb1bp1",1,"WholeIsoSeq"
"18783","Itgb5",1,"WholeIsoSeq"
"18784","Itgbl1",1,"WholeIsoSeq"
"18785","Itm2b",1,"WholeIsoSeq"
"18786","Itpk1",1,"WholeIsoSeq"
"18787","Itpkb",1,"WholeIsoSeq"
"18788","Itprid2",1,"WholeIsoSeq"
"18789","Itsn2",1,"WholeIsoSeq"
"18790","Jade1",1,"WholeIsoSeq"
"18791","Jag2",1,"WholeIsoSeq"
"18792","Jagn1",1,"WholeIsoSeq"
"18793","Jakmip2",1,"WholeIsoSeq"
"18794","Jam3",1,"WholeIsoSeq"
"18795","Jcad",1,"WholeIsoSeq"
"18796","Jdp2",1,"WholeIsoSeq"
"18797","Jmjd4",1,"WholeIsoSeq"
"18798","Josd1",1,"WholeIsoSeq"
"18799","Jph1",1,"WholeIsoSeq"
"18800","Jtb",1,"WholeIsoSeq"
"18801","Jup",1,"WholeIsoSeq"
"18802","Kank3",1,"WholeIsoSeq"
"18803","Kansl1",1,"WholeIsoSeq"
"18804","Kars",1,"WholeIsoSeq"
"18805","Kat2a",1,"WholeIsoSeq"
"18806","Kcna4",1,"WholeIsoSeq"
"18807","Kcnc1",1,"WholeIsoSeq"
"18808","Kcnc3",1,"WholeIsoSeq"
"18809","Kcnc4",1,"WholeIsoSeq"
"18810","Kcnd1",1,"WholeIsoSeq"
"18811","Kcnd3",1,"WholeIsoSeq"
"18812","Kcng1",1,"WholeIsoSeq"
"18813","Kcng2",1,"WholeIsoSeq"
"18814","Kcng4",1,"WholeIsoSeq"
"18815","Kcnip2",1,"WholeIsoSeq"
"18816","Kcnip4",1,"WholeIsoSeq"
"18817","Kcnj11",1,"WholeIsoSeq"
"18818","Kcnj14",1,"WholeIsoSeq"
"18819","Kcnj16",1,"WholeIsoSeq"
"18820","Kcnj4",1,"WholeIsoSeq"
"18821","Kcnj9",1,"WholeIsoSeq"
"18822","Kcnk13",1,"WholeIsoSeq"
"18823","Kcnn2",1,"WholeIsoSeq"
"18824","Kcns3",1,"WholeIsoSeq"
"18825","Kcnt2",1,"WholeIsoSeq"
"18826","Kctd1",1,"WholeIsoSeq"
"18827","Kctd15",1,"WholeIsoSeq"
"18828","Kctd18",1,"WholeIsoSeq"
"18829","Kctd5",1,"WholeIsoSeq"
"18830","Kctd6",1,"WholeIsoSeq"
"18831","Kctd7",1,"WholeIsoSeq"
"18832","Kdelc1",1,"WholeIsoSeq"
"18833","Kdelc2",1,"WholeIsoSeq"
"18834","Kdm1a",1,"WholeIsoSeq"
"18835","Kdm3b",1,"WholeIsoSeq"
"18836","Kdm4c",1,"WholeIsoSeq"
"18837","Khnyn",1,"WholeIsoSeq"
"18838","Kif13a",1,"WholeIsoSeq"
"18839","Kif13b",1,"WholeIsoSeq"
"18840","Kif16b",1,"WholeIsoSeq"
"18841","Kif5b",1,"WholeIsoSeq"
"18842","Kit",1,"WholeIsoSeq"
"18843","Kiz",1,"WholeIsoSeq"
"18844","Klc3",1,"WholeIsoSeq"
"18845","Klf16",1,"WholeIsoSeq"
"18846","Klf2",1,"WholeIsoSeq"
"18847","Klf9",1,"WholeIsoSeq"
"18848","Klhdc10",1,"WholeIsoSeq"
"18849","Klhdc3",1,"WholeIsoSeq"
"18850","Klhl12",1,"WholeIsoSeq"
"18851","Klhl20",1,"WholeIsoSeq"
"18852","Klhl22",1,"WholeIsoSeq"
"18853","Klhl23",1,"WholeIsoSeq"
"18854","Klhl29",1,"WholeIsoSeq"
"18855","Klhl4",1,"WholeIsoSeq"
"18856","Klhl7",1,"WholeIsoSeq"
"18857","Kmt5a",1,"WholeIsoSeq"
"18858","Kmt5b",1,"WholeIsoSeq"
"18859","Knop1",1,"WholeIsoSeq"
"18860","Kras",1,"WholeIsoSeq"
"18861","Krcc1",1,"WholeIsoSeq"
"18862","Krt222",1,"WholeIsoSeq"
"18863","Krt77",1,"WholeIsoSeq"
"18864","Krtcap2",1,"WholeIsoSeq"
"18865","Kyat1",1,"WholeIsoSeq"
"18866","L3mbtl2",1,"WholeIsoSeq"
"18867","Lacc1",1,"WholeIsoSeq"
"18868","Lage3",1,"WholeIsoSeq"
"18869","Lamb1",1,"WholeIsoSeq"
"18870","Lamc2",1,"WholeIsoSeq"
"18871","Lamtor1",1,"WholeIsoSeq"
"18872","Lamtor5",1,"WholeIsoSeq"
"18873","Laptm4a",1,"WholeIsoSeq"
"18874","Larp1b",1,"WholeIsoSeq"
"18875","Larp6",1,"WholeIsoSeq"
"18876","Larp7",1,"WholeIsoSeq"
"18877","Lasp1",1,"WholeIsoSeq"
"18878","Lat2",1,"WholeIsoSeq"
"18879","Lcat",1,"WholeIsoSeq"
"18880","Lclat1",1,"WholeIsoSeq"
"18881","Lcmt1",1,"WholeIsoSeq"
"18882","Lcor",1,"WholeIsoSeq"
"18883","Lcorl",1,"WholeIsoSeq"
"18884","Ldb3",1,"WholeIsoSeq"
"18885","Ldha",1,"WholeIsoSeq"
"18886","Ldlrad3",1,"WholeIsoSeq"
"18887","Lemd1",1,"WholeIsoSeq"
"18888","Lemd2",1,"WholeIsoSeq"
"18889","Letm1",1,"WholeIsoSeq"
"18890","Letm2",1,"WholeIsoSeq"
"18891","Lgi3",1,"WholeIsoSeq"
"18892","Lhfpl2",1,"WholeIsoSeq"
"18893","Lhfpl3",1,"WholeIsoSeq"
"18894","Lhfpl4",1,"WholeIsoSeq"
"18895","Lhpp",1,"WholeIsoSeq"
"18896","Lias",1,"WholeIsoSeq"
"18897","Lig3",1,"WholeIsoSeq"
"18898","Limk1",1,"WholeIsoSeq"
"18899","Lims2",1,"WholeIsoSeq"
"18900","Lins1",1,"WholeIsoSeq"
"18901","Lipa",1,"WholeIsoSeq"
"18902","Lipe",1,"WholeIsoSeq"
"18903","Lipo3",1,"WholeIsoSeq"
"18904","Lipt1",1,"WholeIsoSeq"
"18905","Llph",1,"WholeIsoSeq"
"18906","Lman1",1,"WholeIsoSeq"
"18907","Lmbr1",1,"WholeIsoSeq"
"18908","Lmbr1l",1,"WholeIsoSeq"
"18909","Lmbrd1",1,"WholeIsoSeq"
"18910","Lmna",1,"WholeIsoSeq"
"18911","Lmo4",1,"WholeIsoSeq"
"18912","Lonp2",1,"WholeIsoSeq"
"18913","Loxl3",1,"WholeIsoSeq"
"18914","Lpar1",1,"WholeIsoSeq"
"18915","Lpcat1",1,"WholeIsoSeq"
"18916","Lpin2",1,"WholeIsoSeq"
"18917","Lpp",1,"WholeIsoSeq"
"18918","Lppos",1,"WholeIsoSeq"
"18919","Lrch3",1,"WholeIsoSeq"
"18920","Lrfn1",1,"WholeIsoSeq"
"18921","Lrig1",1,"WholeIsoSeq"
"18922","Lrig2",1,"WholeIsoSeq"
"18923","Lrp1",1,"WholeIsoSeq"
"18924","Lrp12",1,"WholeIsoSeq"
"18925","Lrp3",1,"WholeIsoSeq"
"18926","Lrp6",1,"WholeIsoSeq"
"18927","Lrp8",1,"WholeIsoSeq"
"18928","Lrrc20",1,"WholeIsoSeq"
"18929","Lrrc3b",1,"WholeIsoSeq"
"18930","Lrrc42",1,"WholeIsoSeq"
"18931","Lrrc4b",1,"WholeIsoSeq"
"18932","Lrrc51",1,"WholeIsoSeq"
"18933","Lrrc56",1,"WholeIsoSeq"
"18934","Lrrc59",1,"WholeIsoSeq"
"18935","Lrrc7",1,"WholeIsoSeq"
"18936","Lrrc8b",1,"WholeIsoSeq"
"18937","Lrrfip1",1,"WholeIsoSeq"
"18938","Lrrfip2",1,"WholeIsoSeq"
"18939","Lrrn2",1,"WholeIsoSeq"
"18940","Lrrn4cl",1,"WholeIsoSeq"
"18941","Lrrtm2",1,"WholeIsoSeq"
"18942","Lrwd1",1,"WholeIsoSeq"
"18943","Lsamp",1,"WholeIsoSeq"
"18944","Lsm10",1,"WholeIsoSeq"
"18945","Lsm6",1,"WholeIsoSeq"
"18946","Lsr",1,"WholeIsoSeq"
"18947","Luc7l2",1,"WholeIsoSeq"
"18948","Luzp1",1,"WholeIsoSeq"
"18949","Luzp2",1,"WholeIsoSeq"
"18950","Lxn",1,"WholeIsoSeq"
"18951","Lyl1",1,"WholeIsoSeq"
"18952","Lyn",1,"WholeIsoSeq"
"18953","Lypd6",1,"WholeIsoSeq"
"18954","Lypd6b",1,"WholeIsoSeq"
"18955","Lypla2",1,"WholeIsoSeq"
"18956","Lyplal1",1,"WholeIsoSeq"
"18957","Lyrm2",1,"WholeIsoSeq"
"18958","Lyrm4",1,"WholeIsoSeq"
"18959","Lyrm7",1,"WholeIsoSeq"
"18960","Lyrm9",1,"WholeIsoSeq"
"18961","Lzic",1,"WholeIsoSeq"
"18962","Lztfl1",1,"WholeIsoSeq"
"18963","Lzts1",1,"WholeIsoSeq"
"18964","M6pr",1,"WholeIsoSeq"
"18965","Macf1",1,"WholeIsoSeq"
"18966","Macrod1",1,"WholeIsoSeq"
"18967","Mad2l1",1,"WholeIsoSeq"
"18968","Mad2l2",1,"WholeIsoSeq"
"18969","Mafk",1,"WholeIsoSeq"
"18970","Magi2",1,"WholeIsoSeq"
"18971","Mamld1",1,"WholeIsoSeq"
"18972","Man1a",1,"WholeIsoSeq"
"18973","Man1c1",1,"WholeIsoSeq"
"18974","Manba",1,"WholeIsoSeq"
"18975","Manea",1,"WholeIsoSeq"
"18976","Maoa",1,"WholeIsoSeq"
"18977","Maob",1,"WholeIsoSeq"
"18978","Map1lc3a",1,"WholeIsoSeq"
"18979","Map2k5",1,"WholeIsoSeq"
"18980","Map2k6",1,"WholeIsoSeq"
"18981","Map2k7",1,"WholeIsoSeq"
"18982","Map3k11",1,"WholeIsoSeq"
"18983","Map3k20",1,"WholeIsoSeq"
"18984","Map3k21",1,"WholeIsoSeq"
"18985","Map3k4",1,"WholeIsoSeq"
"18986","Map3k5",1,"WholeIsoSeq"
"18987","Map3k7",1,"WholeIsoSeq"
"18988","Map3k9",1,"WholeIsoSeq"
"18989","Map4k2",1,"WholeIsoSeq"
"18990","Map4k3",1,"WholeIsoSeq"
"18991","Map4k5",1,"WholeIsoSeq"
"18992","Map6",1,"WholeIsoSeq"
"18993","Mapk1",1,"WholeIsoSeq"
"18994","Mapk11",1,"WholeIsoSeq"
"18995","Mapk1ip1",1,"WholeIsoSeq"
"18996","Mapkapk3",1,"WholeIsoSeq"
"18997","Mapkapk5",1,"WholeIsoSeq"
"18998","Mapre1",1,"WholeIsoSeq"
"18999","Mapre2",1,"WholeIsoSeq"
"19000","March11",1,"WholeIsoSeq"
"19001","March7",1,"WholeIsoSeq"
"19002","Marcksl1",1,"WholeIsoSeq"
"19003","Marf1",1,"WholeIsoSeq"
"19004","Mark1",1,"WholeIsoSeq"
"19005","Mast4",1,"WholeIsoSeq"
"19006","Mat2a",1,"WholeIsoSeq"
"19007","Mbd4",1,"WholeIsoSeq"
"19008","Mbd5",1,"WholeIsoSeq"
"19009","Mbtps2",1,"WholeIsoSeq"
"19010","Mcam",1,"WholeIsoSeq"
"19011","Mcat",1,"WholeIsoSeq"
"19012","Mcc",1,"WholeIsoSeq"
"19013","Mccc2",1,"WholeIsoSeq"
"19014","Mcf2",1,"WholeIsoSeq"
"19015","Mcur1",1,"WholeIsoSeq"
"19016","Me3",1,"WholeIsoSeq"
"19017","Mea1",1,"WholeIsoSeq"
"19018","Mecp2",1,"WholeIsoSeq"
"19019","Mecr",1,"WholeIsoSeq"
"19020","Med12",1,"WholeIsoSeq"
"19021","Med13l",1,"WholeIsoSeq"
"19022","Med14",1,"WholeIsoSeq"
"19023","Med17",1,"WholeIsoSeq"
"19024","Med21",1,"WholeIsoSeq"
"19025","Med23",1,"WholeIsoSeq"
"19026","Med4",1,"WholeIsoSeq"
"19027","Megf8",1,"WholeIsoSeq"
"19028","Mepce",1,"WholeIsoSeq"
"19029","Mertk",1,"WholeIsoSeq"
"19030","Mesd",1,"WholeIsoSeq"
"19031","Metap1",1,"WholeIsoSeq"
"19032","Metrn",1,"WholeIsoSeq"
"19033","Mettl15",1,"WholeIsoSeq"
"19034","Mettl16",1,"WholeIsoSeq"
"19035","Mettl18",1,"WholeIsoSeq"
"19036","Mettl22",1,"WholeIsoSeq"
"19037","Mettl23",1,"WholeIsoSeq"
"19038","Mettl25",1,"WholeIsoSeq"
"19039","Mettl26",1,"WholeIsoSeq"
"19040","Mettl6",1,"WholeIsoSeq"
"19041","Mettl8",1,"WholeIsoSeq"
"19042","Mfap2",1,"WholeIsoSeq"
"19043","Mfap4",1,"WholeIsoSeq"
"19044","Mfhas1",1,"WholeIsoSeq"
"19045","Mfsd2a",1,"WholeIsoSeq"
"19046","Mfsd5",1,"WholeIsoSeq"
"19047","Mfsd8",1,"WholeIsoSeq"
"19048","Mgat1",1,"WholeIsoSeq"
"19049","Mgat4c",1,"WholeIsoSeq"
"19050","Mgat5",1,"WholeIsoSeq"
"19051","Mgmt",1,"WholeIsoSeq"
"19052","Mgst3",1,"WholeIsoSeq"
"19053","Mia3",1,"WholeIsoSeq"
"19054","Micall1",1,"WholeIsoSeq"
"19055","Micu3",1,"WholeIsoSeq"
"19056","Mid1ip1",1,"WholeIsoSeq"
"19057","Mif",1,"WholeIsoSeq"
"19058","Miga1",1,"WholeIsoSeq"
"19059","Minar2",1,"WholeIsoSeq"
"19060","Minpp1",1,"WholeIsoSeq"
"19061","Mipep",1,"WholeIsoSeq"
"19062","Mir99ahg",1,"WholeIsoSeq"
"19063","Mis12",1,"WholeIsoSeq"
"19064","Mitf",1,"WholeIsoSeq"
"19065","Mknk1",1,"WholeIsoSeq"
"19066","Mlh1",1,"WholeIsoSeq"
"19067","Mllt3",1,"WholeIsoSeq"
"19068","Mlst8",1,"WholeIsoSeq"
"19069","Mlycd",1,"WholeIsoSeq"
"19070","Mmgt1",1,"WholeIsoSeq"
"19071","Mmp17",1,"WholeIsoSeq"
"19072","Mn1",1,"WholeIsoSeq"
"19073","Mnt",1,"WholeIsoSeq"
"19074","Mob4",1,"WholeIsoSeq"
"19075","Mocs1",1,"WholeIsoSeq"
"19076","Mogs",1,"WholeIsoSeq"
"19077","Mon2",1,"WholeIsoSeq"
"19078","Mosmo",1,"WholeIsoSeq"
"19079","Mospd1",1,"WholeIsoSeq"
"19080","Mospd2",1,"WholeIsoSeq"
"19081","Mospd3",1,"WholeIsoSeq"
"19082","Mphosph6",1,"WholeIsoSeq"
"19083","Mphosph8",1,"WholeIsoSeq"
"19084","Mphosph9",1,"WholeIsoSeq"
"19085","Mpnd",1,"WholeIsoSeq"
"19086","Mpp1",1,"WholeIsoSeq"
"19087","Mpp5",1,"WholeIsoSeq"
"19088","Mpst",1,"WholeIsoSeq"
"19089","Mr1",1,"WholeIsoSeq"
"19090","Mri1",1,"WholeIsoSeq"
"19091","Mrm2",1,"WholeIsoSeq"
"19092","Mro",1,"WholeIsoSeq"
"19093","Mroh1",1,"WholeIsoSeq"
"19094","Mroh7",1,"WholeIsoSeq"
"19095","Mrpl13",1,"WholeIsoSeq"
"19096","Mrpl14",1,"WholeIsoSeq"
"19097","Mrpl15",1,"WholeIsoSeq"
